ftu,species_tag,age_tag,sex_tag,bmi_tag,age_yearold_tag,total_donor_record_count
outer medullary collecting duct,Homo sapiens,postnatal,female,Overweight,"[30 years old, 35 years old)",1
outer medullary collecting duct,Homo sapiens,postnatal,female,Overweight,"[35 years old, 40 years old)",1
outer medullary collecting duct,Homo sapiens,postnatal,female,Overweight,"[70 years old, 75 years old)",1
outer medullary collecting duct,Homo sapiens,postnatal,female,Unknown,<1 year old,6
outer medullary collecting duct,Homo sapiens,postnatal,female,Unknown,"[25 years old, 30 years old)",13
outer medullary collecting duct,Homo sapiens,postnatal,female,Unknown,"[30 years old, 35 years old)",2
outer medullary collecting duct,Homo sapiens,postnatal,female,Unknown,"[40 years old, 45 years old)",1
outer medullary collecting duct,Homo sapiens,postnatal,female,Unknown,"[45 years old, 50 years old)",1
outer medullary collecting duct,Homo sapiens,postnatal,female,Unknown,"[5 years old, 10 years old)",1
outer medullary collecting duct,Homo sapiens,postnatal,female,Unknown,"[50 years old, 55 years old)",1
outer medullary collecting duct,Homo sapiens,postnatal,female,Unknown,"[55 years old, 60 years old)",4
outer medullary collecting duct,Homo sapiens,postnatal,female,Unknown,"[65 years old, 70 years old)",1
outer medullary collecting duct,Homo sapiens,postnatal,male,Obesity,"[50 years old, 55 years old)",1
outer medullary collecting duct,Homo sapiens,postnatal,male,Unknown,<1 year old,2
outer medullary collecting duct,Homo sapiens,postnatal,male,Unknown,"[15 years old, 20 years old)",1
outer medullary collecting duct,Homo sapiens,postnatal,male,Unknown,"[25 years old, 30 years old)",1
outer medullary collecting duct,Homo sapiens,postnatal,male,Unknown,"[40 years old, 45 years old)",1
outer medullary collecting duct,Homo sapiens,postnatal,male,Unknown,"[45 years old, 50 years old)",1
outer medullary collecting duct,Homo sapiens,postnatal,male,Unknown,"[5 years old, 10 years old)",2
outer medullary collecting duct,Homo sapiens,postnatal,male,Unknown,"[50 years old, 55 years old)",2
outer medullary collecting duct,Homo sapiens,postnatal,male,Unknown,"[55 years old, 60 years old)",5
outer medullary collecting duct,Homo sapiens,postnatal,male,Unknown,"[75 years old, 80 years old)",2
outer medullary collecting duct,Homo sapiens,postnatal,male,Unknown,others,1
outer medullary collecting duct,Homo sapiens,postnatal,male,,"[30 years old, 35 years old)",3
outer medullary collecting duct,Homo sapiens,postnatal,others,Obesity,"[55 years old, 60 years old)",1
outer medullary collecting duct,Homo sapiens,postnatal,others,Unknown,<1 year old,36
outer medullary collecting duct,Homo sapiens,postnatal,others,Unknown,"[1 year old, 5 years old)",3
outer medullary collecting duct,Homo sapiens,postnatal,others,Unknown,"[10 years old, 15 years old)",4
outer medullary collecting duct,Homo sapiens,postnatal,others,Unknown,"[15 years old, 20 years old)",1
outer medullary collecting duct,Homo sapiens,postnatal,others,Unknown,"[25 years old, 30 years old)",2
outer medullary collecting duct,Homo sapiens,postnatal,others,Unknown,"[30 years old, 35 years old)",1
outer medullary collecting duct,Homo sapiens,postnatal,others,Unknown,"[40 years old, 45 years old)",1
outer medullary collecting duct,Homo sapiens,postnatal,others,Unknown,"[5 years old, 10 years old)",1
outer medullary collecting duct,Homo sapiens,postnatal,others,Unknown,"[50 years old, 55 years old)",1
outer medullary collecting duct,Homo sapiens,postnatal,others,Unknown,"[55 years old, 60 years old)",1
outer medullary collecting duct,Homo sapiens,postnatal,others,Unknown,"[65 years old, 70 years old)",1
outer medullary collecting duct,Homo sapiens,postnatal,others,Unknown,"[70 years old, 75 years old)",1
outer medullary collecting duct,Homo sapiens,postnatal,others,Unknown,others,4
outer medullary collecting duct,Homo sapiens,prenatal,female,Unknown,,6
outer medullary collecting duct,Homo sapiens,prenatal,male,Unknown,,3
outer medullary collecting duct,Homo sapiens,prenatal,others,Unknown,,95
outer medullary collecting duct,Homo sapiens,unknown,female,Unknown,,27
outer medullary collecting duct,Homo sapiens,unknown,male,Unknown,,34
outer medullary collecting duct,Homo sapiens,unknown,others,Obesity,,1
outer medullary collecting duct,Homo sapiens,unknown,others,Unknown,,908
outer medullary collecting duct,Homo sapiens,unknown,others,,,19
outer medullary collecting duct,Homo sapiens,,female,Unknown,,1
outer medullary collecting duct,Homo sapiens,,male,Unknown,,2
outer medullary collecting duct,Homo sapiens,,others,Unknown,,4
pancreatic acinus,Homo sapiens,others,female,Normal weight,,1
pancreatic acinus,Homo sapiens,others,female,Unknown,,33
pancreatic acinus,Homo sapiens,others,female,,,29
pancreatic acinus,Homo sapiens,others,male,Overweight,,1
pancreatic acinus,Homo sapiens,others,male,Unknown,,31
pancreatic acinus,Homo sapiens,others,male,,,36
pancreatic acinus,Homo sapiens,others,others,Unknown,,489
pancreatic acinus,Homo sapiens,postnatal,female,Normal weight,"[30 years old, 35 years old)",4
pancreatic acinus,Homo sapiens,postnatal,female,Normal weight,"[40 years old, 45 years old)",1
pancreatic acinus,Homo sapiens,postnatal,female,Obesity,"[35 years old, 40 years old)",1
pancreatic acinus,Homo sapiens,postnatal,female,Obesity,"[50 years old, 55 years old)",1
pancreatic acinus,Homo sapiens,postnatal,female,Unknown,<1 year old,10
pancreatic acinus,Homo sapiens,postnatal,female,Unknown,"[1 year old, 5 years old)",7
pancreatic acinus,Homo sapiens,postnatal,female,Unknown,"[10 years old, 15 years old)",16
pancreatic acinus,Homo sapiens,postnatal,female,Unknown,"[15 years old, 20 years old)",14
pancreatic acinus,Homo sapiens,postnatal,female,Unknown,"[20 years old, 25 years old)",27
pancreatic acinus,Homo sapiens,postnatal,female,Unknown,"[25 years old, 30 years old)",82
pancreatic acinus,Homo sapiens,postnatal,female,Unknown,"[30 years old, 35 years old)",29
pancreatic acinus,Homo sapiens,postnatal,female,Unknown,"[35 years old, 40 years old)",25
pancreatic acinus,Homo sapiens,postnatal,female,Unknown,"[40 years old, 45 years old)",34
pancreatic acinus,Homo sapiens,postnatal,female,Unknown,"[45 years old, 50 years old)",43
pancreatic acinus,Homo sapiens,postnatal,female,Unknown,"[5 years old, 10 years old)",5
pancreatic acinus,Homo sapiens,postnatal,female,Unknown,"[50 years old, 55 years old)",26
pancreatic acinus,Homo sapiens,postnatal,female,Unknown,"[55 years old, 60 years old)",27
pancreatic acinus,Homo sapiens,postnatal,female,Unknown,"[60 years old, 65 years old)",37
pancreatic acinus,Homo sapiens,postnatal,female,Unknown,"[65 years old, 70 years old)",40
pancreatic acinus,Homo sapiens,postnatal,female,Unknown,"[70 years old, 75 years old)",28
pancreatic acinus,Homo sapiens,postnatal,female,Unknown,"[75 years old, 80 years old)",21
pancreatic acinus,Homo sapiens,postnatal,female,Unknown,"[80 years old, 85 years old)",9
pancreatic acinus,Homo sapiens,postnatal,female,Unknown,"[85 years old, 90 years old)",2
pancreatic acinus,Homo sapiens,postnatal,female,Unknown,"[90 years old, 95 years old)",1
pancreatic acinus,Homo sapiens,postnatal,female,Unknown,"[95 years old, 100 years old)",1
pancreatic acinus,Homo sapiens,postnatal,female,Unknown,others,1
pancreatic acinus,Homo sapiens,postnatal,female,,"[20 years old, 25 years old)",2
pancreatic acinus,Homo sapiens,postnatal,female,,"[25 years old, 30 years old)",1
pancreatic acinus,Homo sapiens,postnatal,male,Normal weight,"[30 years old, 35 years old)",6
pancreatic acinus,Homo sapiens,postnatal,male,Normal weight,"[60 years old, 65 years old)",1
pancreatic acinus,Homo sapiens,postnatal,male,Overweight,"[30 years old, 35 years old)",3
pancreatic acinus,Homo sapiens,postnatal,male,Overweight,"[75 years old, 80 years old)",2
pancreatic acinus,Homo sapiens,postnatal,male,Unknown,<1 year old,11
pancreatic acinus,Homo sapiens,postnatal,male,Unknown,"[1 year old, 5 years old)",6
pancreatic acinus,Homo sapiens,postnatal,male,Unknown,"[10 years old, 15 years old)",15
pancreatic acinus,Homo sapiens,postnatal,male,Unknown,"[15 years old, 20 years old)",14
pancreatic acinus,Homo sapiens,postnatal,male,Unknown,"[20 years old, 25 years old)",12
pancreatic acinus,Homo sapiens,postnatal,male,Unknown,"[25 years old, 30 years old)",25
pancreatic acinus,Homo sapiens,postnatal,male,Unknown,"[30 years old, 35 years old)",31
pancreatic acinus,Homo sapiens,postnatal,male,Unknown,"[35 years old, 40 years old)",18
pancreatic acinus,Homo sapiens,postnatal,male,Unknown,"[40 years old, 45 years old)",29
pancreatic acinus,Homo sapiens,postnatal,male,Unknown,"[45 years old, 50 years old)",27
pancreatic acinus,Homo sapiens,postnatal,male,Unknown,"[5 years old, 10 years old)",2
pancreatic acinus,Homo sapiens,postnatal,male,Unknown,"[50 years old, 55 years old)",37
pancreatic acinus,Homo sapiens,postnatal,male,Unknown,"[55 years old, 60 years old)",30
pancreatic acinus,Homo sapiens,postnatal,male,Unknown,"[60 years old, 65 years old)",52
pancreatic acinus,Homo sapiens,postnatal,male,Unknown,"[65 years old, 70 years old)",83
pancreatic acinus,Homo sapiens,postnatal,male,Unknown,"[70 years old, 75 years old)",46
pancreatic acinus,Homo sapiens,postnatal,male,Unknown,"[75 years old, 80 years old)",17
pancreatic acinus,Homo sapiens,postnatal,male,Unknown,"[80 years old, 85 years old)",19
pancreatic acinus,Homo sapiens,postnatal,male,Unknown,"[85 years old, 90 years old)",2
pancreatic acinus,Homo sapiens,postnatal,male,Unknown,others,2
pancreatic acinus,Homo sapiens,postnatal,male,,"[30 years old, 35 years old)",4
pancreatic acinus,Homo sapiens,postnatal,male,,"[40 years old, 45 years old)",1
pancreatic acinus,Homo sapiens,postnatal,others,Normal weight,"[60 years old, 65 years old)",2
pancreatic acinus,Homo sapiens,postnatal,others,Obesity,"[50 years old, 55 years old)",1
pancreatic acinus,Homo sapiens,postnatal,others,Overweight,"[45 years old, 50 years old)",1
pancreatic acinus,Homo sapiens,postnatal,others,Unknown,<1 year old,173
pancreatic acinus,Homo sapiens,postnatal,others,Unknown,"[1 year old, 5 years old)",20
pancreatic acinus,Homo sapiens,postnatal,others,Unknown,"[10 years old, 15 years old)",21
pancreatic acinus,Homo sapiens,postnatal,others,Unknown,"[15 years old, 20 years old)",18
pancreatic acinus,Homo sapiens,postnatal,others,Unknown,"[20 years old, 25 years old)",15
pancreatic acinus,Homo sapiens,postnatal,others,Unknown,"[25 years old, 30 years old)",8
pancreatic acinus,Homo sapiens,postnatal,others,Unknown,"[30 years old, 35 years old)",13
pancreatic acinus,Homo sapiens,postnatal,others,Unknown,"[35 years old, 40 years old)",10
pancreatic acinus,Homo sapiens,postnatal,others,Unknown,"[40 years old, 45 years old)",20
pancreatic acinus,Homo sapiens,postnatal,others,Unknown,"[45 years old, 50 years old)",10
pancreatic acinus,Homo sapiens,postnatal,others,Unknown,"[5 years old, 10 years old)",23
pancreatic acinus,Homo sapiens,postnatal,others,Unknown,"[50 years old, 55 years old)",20
pancreatic acinus,Homo sapiens,postnatal,others,Unknown,"[55 years old, 60 years old)",13
pancreatic acinus,Homo sapiens,postnatal,others,Unknown,"[60 years old, 65 years old)",23
pancreatic acinus,Homo sapiens,postnatal,others,Unknown,"[65 years old, 70 years old)",25
pancreatic acinus,Homo sapiens,postnatal,others,Unknown,"[70 years old, 75 years old)",9
pancreatic acinus,Homo sapiens,postnatal,others,Unknown,"[75 years old, 80 years old)",3
pancreatic acinus,Homo sapiens,postnatal,others,Unknown,"[80 years old, 85 years old)",4
pancreatic acinus,Homo sapiens,postnatal,others,Unknown,"[85 years old, 90 years old)",2
pancreatic acinus,Homo sapiens,postnatal,others,Unknown,others,23
pancreatic acinus,Homo sapiens,prenatal,female,Unknown,,3
pancreatic acinus,Homo sapiens,prenatal,others,Unknown,,215
pancreatic acinus,Homo sapiens,unknown,female,Normal weight,,1
pancreatic acinus,Homo sapiens,unknown,female,Obesity,,2
pancreatic acinus,Homo sapiens,unknown,female,Unknown,,376
pancreatic acinus,Homo sapiens,unknown,female,,,5
pancreatic acinus,Homo sapiens,unknown,male,Normal weight,,2
pancreatic acinus,Homo sapiens,unknown,male,Obesity,,4
pancreatic acinus,Homo sapiens,unknown,male,Unknown,,340
pancreatic acinus,Homo sapiens,unknown,male,,,4
pancreatic acinus,Homo sapiens,unknown,others,Normal weight,,6
pancreatic acinus,Homo sapiens,unknown,others,Obesity,,35
pancreatic acinus,Homo sapiens,unknown,others,Overweight,,9
pancreatic acinus,Homo sapiens,unknown,others,Underweight,,2
pancreatic acinus,Homo sapiens,unknown,others,Unknown,,16657
pancreatic acinus,Homo sapiens,unknown,others,,,109
pancreatic acinus,Homo sapiens,,female,Unknown,,4
pancreatic acinus,Homo sapiens,,male,Unknown,,10
pancreatic acinus,Homo sapiens,,others,Normal weight,,2
pancreatic acinus,Homo sapiens,,others,Unknown,,74
pancreatic acinus,Homo sapiens,,others,,,4
pancreatic acinus,Homo sapiens,,,,,13
papillary layer of dermis,Homo sapiens,others,female,Overweight,,2
papillary layer of dermis,Homo sapiens,others,female,Unknown,,211
papillary layer of dermis,Homo sapiens,others,female,,,38
papillary layer of dermis,Homo sapiens,others,male,Overweight,,1
papillary layer of dermis,Homo sapiens,others,male,Unknown,,129
papillary layer of dermis,Homo sapiens,others,male,,,51
papillary layer of dermis,Homo sapiens,others,others,Normal weight,,1
papillary layer of dermis,Homo sapiens,others,others,Obesity,,2
papillary layer of dermis,Homo sapiens,others,others,Unknown,,1053
papillary layer of dermis,Homo sapiens,others,others,,,6
papillary layer of dermis,Homo sapiens,postnatal,female,Normal weight,"[20 years old, 25 years old)",1
papillary layer of dermis,Homo sapiens,postnatal,female,Normal weight,"[25 years old, 30 years old)",1
papillary layer of dermis,Homo sapiens,postnatal,female,Normal weight,"[30 years old, 35 years old)",24
papillary layer of dermis,Homo sapiens,postnatal,female,Normal weight,"[40 years old, 45 years old)",6
papillary layer of dermis,Homo sapiens,postnatal,female,Normal weight,"[70 years old, 75 years old)",1
papillary layer of dermis,Homo sapiens,postnatal,female,Obesity,"[40 years old, 45 years old)",1
papillary layer of dermis,Homo sapiens,postnatal,female,Overweight,"[30 years old, 35 years old)",3
papillary layer of dermis,Homo sapiens,postnatal,female,Overweight,"[40 years old, 45 years old)",2
papillary layer of dermis,Homo sapiens,postnatal,female,Overweight,"[50 years old, 55 years old)",1
papillary layer of dermis,Homo sapiens,postnatal,female,Overweight,"[55 years old, 60 years old)",1
papillary layer of dermis,Homo sapiens,postnatal,female,Overweight,"[60 years old, 65 years old)",2
papillary layer of dermis,Homo sapiens,postnatal,female,Overweight,"[75 years old, 80 years old)",1
papillary layer of dermis,Homo sapiens,postnatal,female,Unknown,<1 year old,46
papillary layer of dermis,Homo sapiens,postnatal,female,Unknown,"[1 year old, 5 years old)",42
papillary layer of dermis,Homo sapiens,postnatal,female,Unknown,"[10 years old, 15 years old)",74
papillary layer of dermis,Homo sapiens,postnatal,female,Unknown,"[15 years old, 20 years old)",98
papillary layer of dermis,Homo sapiens,postnatal,female,Unknown,"[20 years old, 25 years old)",128
papillary layer of dermis,Homo sapiens,postnatal,female,Unknown,"[25 years old, 30 years old)",283
papillary layer of dermis,Homo sapiens,postnatal,female,Unknown,"[30 years old, 35 years old)",219
papillary layer of dermis,Homo sapiens,postnatal,female,Unknown,"[35 years old, 40 years old)",162
papillary layer of dermis,Homo sapiens,postnatal,female,Unknown,"[40 years old, 45 years old)",271
papillary layer of dermis,Homo sapiens,postnatal,female,Unknown,"[45 years old, 50 years old)",219
papillary layer of dermis,Homo sapiens,postnatal,female,Unknown,"[5 years old, 10 years old)",62
papillary layer of dermis,Homo sapiens,postnatal,female,Unknown,"[50 years old, 55 years old)",213
papillary layer of dermis,Homo sapiens,postnatal,female,Unknown,"[55 years old, 60 years old)",180
papillary layer of dermis,Homo sapiens,postnatal,female,Unknown,"[60 years old, 65 years old)",212
papillary layer of dermis,Homo sapiens,postnatal,female,Unknown,"[65 years old, 70 years old)",223
papillary layer of dermis,Homo sapiens,postnatal,female,Unknown,"[70 years old, 75 years old)",131
papillary layer of dermis,Homo sapiens,postnatal,female,Unknown,"[75 years old, 80 years old)",98
papillary layer of dermis,Homo sapiens,postnatal,female,Unknown,"[80 years old, 85 years old)",47
papillary layer of dermis,Homo sapiens,postnatal,female,Unknown,"[85 years old, 90 years old)",20
papillary layer of dermis,Homo sapiens,postnatal,female,Unknown,"[90 years old, 95 years old)",10
papillary layer of dermis,Homo sapiens,postnatal,female,Unknown,"[95 years old, 100 years old)",2
papillary layer of dermis,Homo sapiens,postnatal,female,Unknown,others,10
