ftu,species_tag,age_tag,sex_tag,bmi_tag,age_yearold_tag,donor_record_count
white pulp of spleen,Homo sapiens,postnatal,male,Overweight,"[60 years old, 65 years old)",2
red pulp of spleen,Homo sapiens,postnatal,male,Normal weight,"[20 years old, 25 years old)",2
thymus lobule,Homo sapiens,others,female,Unknown,,2
nephron,Homo sapiens,postnatal,others,Unknown,"[90 years old, 95 years old)",2
intestinal villus,Homo sapiens,postnatal,others,Unknown,"[80 years old, 85 years old)",2
outer medullary collecting duct,Homo sapiens,,male,Unknown,,2
white pulp of spleen,Homo sapiens,postnatal,female,Overweight,"[60 years old, 65 years old)",2
descending limb of loop of Henle,Homo sapiens,unknown,others,Underweight,,2
intercalated duct of pancreas,Homo sapiens,postnatal,female,Unknown,"[75 years old, 80 years old)",2
loop of Henle ascending limb thin segment,Homo sapiens,others,others,,,2
inner medullary collecting duct,Homo sapiens,postnatal,female,Unknown,others,2
nephron,Homo sapiens,others,female,Normal weight,,2
descending limb of loop of Henle,Homo sapiens,postnatal,female,Normal weight,"[40 years old, 45 years old)",2
descending limb of loop of Henle,Homo sapiens,,others,Overweight,,2
renal corpuscle,Homo sapiens,postnatal,female,Unknown,"[20 years old, 25 years old)",2
red pulp of spleen,Homo sapiens,postnatal,female,Overweight,"[35 years old, 40 years old)",2
descending limb of loop of Henle,Homo sapiens,others,others,,,2
white pulp of spleen,Homo sapiens,others,others,,,2
islet of Langerhans,Homo sapiens,postnatal,male,Normal weight,"[35 years old, 40 years old)",2
loop of Henle ascending limb thin segment,Homo sapiens,others,female,,,2
bronchus submucosal gland,Homo sapiens,postnatal,others,Unknown,"[70 years old, 75 years old)",2
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,male,Obesity,"[40 years old, 45 years old)",2
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,female,Unknown,"[20 years old, 25 years old)",2
epidermal ridge of digit,Homo sapiens,postnatal,female,Normal weight,"[25 years old, 30 years old)",2
bronchus submucosal gland,Homo sapiens,others,female,Unknown,,2
bronchus submucosal gland,Homo sapiens,postnatal,others,Unknown,"[25 years old, 30 years old)",2
papillary layer of dermis,Homo sapiens,others,others,Obesity,,2
thick ascending limb of loop of Henle,Homo sapiens,postnatal,others,Unknown,"[70 years old, 75 years old)",2
descending limb of loop of Henle,Homo sapiens,postnatal,male,,"[40 years old, 45 years old)",2
thick ascending limb of loop of Henle,Homo sapiens,postnatal,male,Unknown,"[80 years old, 85 years old)",2
prostate glandular acinus,Homo sapiens,unknown,others,Unknown,,2
papillary layer of dermis,Homo sapiens,postnatal,female,Overweight,"[60 years old, 65 years old)",2
red pulp of spleen,Homo sapiens,postnatal,others,,"[5 years old, 10 years old)",2
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Unknown,"[85 years old, 90 years old)",2
crypt of Lieberkuhn of large intestine,Homo sapiens,unknown,female,Normal weight,,2
red pulp of spleen,Homo sapiens,postnatal,others,Unknown,"[80 years old, 85 years old)",2
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Normal weight,"[10 years old, 15 years old)",2
papillary layer of dermis,Homo sapiens,postnatal,female,Unknown,"[95 years old, 100 years old)",2
bronchus submucosal gland,Homo sapiens,postnatal,male,,"[30 years old, 35 years old)",2
intercalated duct of pancreas,Homo sapiens,,others,Unknown,,2
crypt of Lieberkuhn of large intestine,Homo sapiens,others,others,Normal weight,,2
cortical collecting duct,Homo sapiens,postnatal,others,Unknown,"[45 years old, 50 years old)",2
red pulp of spleen,Homo sapiens,others,male,Overweight,,2
prostate glandular acinus,Homo sapiens,unknown,others,Underweight,,2
epidermal ridge of digit,Homo sapiens,,others,Unknown,,2
outer medullary collecting duct,Homo sapiens,postnatal,male,Unknown,"[5 years old, 10 years old)",2
pancreatic acinus,Homo sapiens,postnatal,male,Unknown,others,2
nephron,Homo sapiens,unknown,female,Overweight,,2
red pulp of spleen,Homo sapiens,postnatal,others,Overweight,"[50 years old, 55 years old)",2
papillary layer of dermis,Homo sapiens,others,others,Unknown,,2
nephron,Homo sapiens,postnatal,female,Overweight,"[40 years old, 45 years old)",2
intercalated duct of pancreas,Homo sapiens,postnatal,female,Unknown,"[70 years old, 75 years old)",2
alveolus of lung,Homo sapiens,postnatal,female,Unknown,"[10 years old, 15 years old)",2
renal corpuscle,Homo sapiens,postnatal,others,Unknown,"[25 years old, 30 years old)",2
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,female,Unknown,"[60 years old, 65 years old)",2
renal corpuscle,Homo sapiens,others,male,,,2
crypt of Lieberkuhn of large intestine,Homo sapiens,unknown,others,Unknown,,2
outer medullary collecting duct,Homo sapiens,postnatal,male,Unknown,"[75 years old, 80 years old)",2
red pulp of spleen,Homo sapiens,postnatal,female,,"[45 years old, 50 years old)",2
nephron,Homo sapiens,postnatal,female,Overweight,"[70 years old, 75 years old)",2
white pulp of spleen,Homo sapiens,postnatal,female,Overweight,"[35 years old, 40 years old)",2
islet of Langerhans,Homo sapiens,unknown,male,Normal weight,,2
descending limb of loop of Henle,Homo sapiens,others,others,Overweight,,2
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,female,Overweight,"[40 years old, 45 years old)",2
pancreatic acinus,Homo sapiens,postnatal,female,,"[20 years old, 25 years old)",2
epidermal ridge of digit,Homo sapiens,postnatal,others,Overweight,"[50 years old, 55 years old)",2
epidermal ridge of digit,Homo sapiens,postnatal,male,,"[60 years old, 65 years old)",2
prostate glandular acinus,Homo sapiens,postnatal,male,,"[40 years old, 45 years old)",2
pancreatic acinus,Homo sapiens,postnatal,male,Unknown,"[5 years old, 10 years old)",2
papillary layer of dermis,Homo sapiens,postnatal,female,,"[40 years old, 45 years old)",2
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Unknown,>=100 years old,2
intestinal villus,Homo sapiens,postnatal,female,Overweight,"[40 years old, 45 years old)",2
renal corpuscle,Homo sapiens,postnatal,female,Unknown,<1 year old,2
liver lobule,Homo sapiens,postnatal,male,Unknown,others,2
descending limb of loop of Henle,Homo sapiens,unknown,others,Unknown,,2
descending limb of loop of Henle,Homo sapiens,postnatal,male,Overweight,"[40 years old, 45 years old)",2
inner medullary collecting duct,Homo sapiens,unknown,others,Unknown,,2
islet of Langerhans,Homo sapiens,,,,,2
thymus lobule,Homo sapiens,postnatal,female,Unknown,"[65 years old, 70 years old)",2
epidermal ridge of digit,Homo sapiens,others,female,Normal weight,,2
intercalated duct of pancreas,Homo sapiens,postnatal,male,Unknown,"[65 years old, 70 years old)",2
cortical collecting duct,Homo sapiens,postnatal,male,Unknown,"[1 year old, 5 years old)",2
intercalated duct of pancreas,Homo sapiens,postnatal,female,Unknown,"[45 years old, 50 years old)",2
intestinal villus,Homo sapiens,postnatal,others,,"[5 years old, 10 years old)",2
nephron,Homo sapiens,postnatal,male,Overweight,"[65 years old, 70 years old)",2
inner medullary collecting duct,Homo sapiens,postnatal,male,Unknown,"[80 years old, 85 years old)",2
islet of Langerhans,Homo sapiens,postnatal,male,Overweight,"[30 years old, 35 years old)",2
white pulp of spleen,Homo sapiens,postnatal,male,Normal weight,"[20 years old, 25 years old)",2
bronchus submucosal gland,Homo sapiens,postnatal,female,Unknown,"[15 years old, 20 years old)",2
descending limb of loop of Henle,Homo sapiens,postnatal,others,Unknown,"[85 years old, 90 years old)",2
inner medullary collecting duct,Homo sapiens,postnatal,others,Unknown,"[30 years old, 35 years old)",2
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,male,Normal weight,"[30 years old, 35 years old)",2
descending limb of loop of Henle,Homo sapiens,postnatal,female,Unknown,"[90 years old, 95 years old)",2
descending limb of loop of Henle,Homo sapiens,postnatal,others,,"[5 years old, 10 years old)",2
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,others,Unknown,"[45 years old, 50 years old)",2
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,female,Normal weight,"[20 years old, 25 years old)",2
white pulp of spleen,Homo sapiens,,female,,,2
loop of Henle ascending limb thin segment,Homo sapiens,others,male,Unknown,,2
intestinal villus,Homo sapiens,unknown,female,Underweight,,2
pancreatic acinus,Homo sapiens,unknown,others,Underweight,,2
islet of Langerhans,Homo sapiens,unknown,female,Obesity,,2
intestinal villus,Homo sapiens,postnatal,female,,"[40 years old, 45 years old)",2
intestinal villus,Homo sapiens,postnatal,others,Normal weight,"[35 years old, 40 years old)",2
alveolus of lung,Homo sapiens,unknown,female,,,2
inner medullary collecting duct,Homo sapiens,postnatal,male,Normal weight,"[30 years old, 35 years old)",2
descending limb of loop of Henle,Homo sapiens,others,female,Normal weight,,2
thick ascending limb of loop of Henle,Homo sapiens,others,male,Overweight,,2
thymus lobule,Homo sapiens,postnatal,female,Unknown,"[1 year old, 5 years old)",2
crypt of Lieberkuhn of large intestine,Homo sapiens,others,others,Unknown,,2
nephron,Homo sapiens,postnatal,others,Obesity,"[55 years old, 60 years old)",2
red pulp of spleen,Homo sapiens,postnatal,male,Overweight,"[60 years old, 65 years old)",2
alveolus of lung,Homo sapiens,,male,Unknown,,2
nephron,Homo sapiens,unknown,male,Normal weight,,2
alveolus of lung,Homo sapiens,,others,,,2
liver lobule,Homo sapiens,,female,,,2
descending limb of loop of Henle,Homo sapiens,postnatal,male,Normal weight,"[35 years old, 40 years old)",2
papillary layer of dermis,Homo sapiens,others,female,Overweight,,2
nephron,Homo sapiens,postnatal,female,Normal weight,"[50 years old, 55 years old)",2
pancreatic acinus,Homo sapiens,postnatal,male,Overweight,"[75 years old, 80 years old)",2
liver lobule,Homo sapiens,postnatal,female,Normal weight,"[40 years old, 45 years old)",2
intercalated duct of pancreas,Homo sapiens,postnatal,female,Unknown,"[60 years old, 65 years old)",2
papillary layer of dermis,Homo sapiens,unknown,male,Overweight,,2
descending limb of loop of Henle,Homo sapiens,others,others,Obesity,,2
liver lobule,Homo sapiens,unknown,others,Underweight,,2
nephron,Homo sapiens,postnatal,male,Unknown,"[90 years old, 95 years old)",2
papillary layer of dermis,Homo sapiens,postnatal,others,Obesity,"[60 years old, 65 years old)",2
prostate glandular acinus,Homo sapiens,postnatal,female,Unknown,"[10 years old, 15 years old)",2
liver lobule,Homo sapiens,postnatal,male,Unknown,"[90 years old, 95 years old)",2
descending limb of loop of Henle,Homo sapiens,postnatal,female,,"[30 years old, 35 years old)",2
bronchus submucosal gland,Homo sapiens,,,,,2
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,others,Unknown,"[65 years old, 70 years old)",2
nephron,Homo sapiens,postnatal,female,Obesity,"[50 years old, 55 years old)",2
intestinal villus,Homo sapiens,postnatal,female,Overweight,"[30 years old, 35 years old)",2
alveolus of lung,Homo sapiens,unknown,others,Overweight,,2
inner medullary collecting duct,Homo sapiens,postnatal,others,Unknown,"[75 years old, 80 years old)",2
thick ascending limb of loop of Henle,Homo sapiens,postnatal,female,Unknown,"[75 years old, 80 years old)",2
red pulp of spleen,Homo sapiens,postnatal,female,Overweight,"[60 years old, 65 years old)",2
nephron,Homo sapiens,postnatal,male,Normal weight,"[55 years old, 60 years old)",2
pancreatic acinus,Homo sapiens,postnatal,others,Normal weight,"[60 years old, 65 years old)",2
crypt of Lieberkuhn of large intestine,Homo sapiens,unknown,male,Overweight,,2
thymus lobule,Homo sapiens,postnatal,female,Unknown,"[25 years old, 30 years old)",2
descending limb of loop of Henle,Homo sapiens,postnatal,male,Normal weight,"[80 years old, 85 years old)",2
nephron,Homo sapiens,postnatal,others,Overweight,"[70 years old, 75 years old)",2
liver lobule,Homo sapiens,unknown,male,,,2
renal corpuscle,Homo sapiens,postnatal,others,Unknown,"[35 years old, 40 years old)",2
thymus lobule,Homo sapiens,postnatal,male,Unknown,"[60 years old, 65 years old)",2
papillary layer of dermis,Homo sapiens,postnatal,male,,"[60 years old, 65 years old)",2
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,female,Unknown,"[1 year old, 5 years old)",2
crypt of Lieberkuhn of large intestine,Homo sapiens,unknown,others,Unknown,,2
renal corpuscle,Homo sapiens,postnatal,others,Unknown,"[60 years old, 65 years old)",2
alveolus of lung,Homo sapiens,others,others,Obesity,,2
thick ascending limb of loop of Henle,Homo sapiens,postnatal,others,Unknown,"[75 years old, 80 years old)",2
crypt of Lieberkuhn of large intestine,Homo sapiens,unknown,female,Underweight,,2
pancreatic acinus,Homo sapiens,,others,Normal weight,,2
prostate glandular acinus,Homo sapiens,postnatal,others,Unknown,"[25 years old, 30 years old)",2
thick ascending limb of loop of Henle,Homo sapiens,postnatal,male,Unknown,"[85 years old, 90 years old)",2
intercalated duct of pancreas,Homo sapiens,postnatal,male,Unknown,"[60 years old, 65 years old)",2
crypt of Lieberkuhn of large intestine,Homo sapiens,others,female,Normal weight,,2
alveolus of lung,Homo sapiens,,female,Unknown,,2
red pulp of spleen,Homo sapiens,postnatal,others,,<1 year old,2
red pulp of spleen,Homo sapiens,unknown,female,Normal weight,,2
prostate glandular acinus,Homo sapiens,,,,,2
white pulp of spleen,Homo sapiens,postnatal,others,,"[5 years old, 10 years old)",2
descending limb of loop of Henle,Homo sapiens,postnatal,female,,"[20 years old, 25 years old)",2
intestinal villus,Homo sapiens,postnatal,male,,"[45 years old, 50 years old)",2
islet of Langerhans,Homo sapiens,others,others,,,2
pancreatic acinus,Homo sapiens,postnatal,female,Unknown,"[85 years old, 90 years old)",2
white pulp of spleen,Homo sapiens,others,female,Normal weight,,2
descending limb of loop of Henle,Homo sapiens,postnatal,male,Normal weight,"[55 years old, 60 years old)",2
red pulp of spleen,Homo sapiens,postnatal,female,Normal weight,"[40 years old, 45 years old)",2
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,others,Unknown,"[70 years old, 75 years old)",2
papillary layer of dermis,Homo sapiens,postnatal,female,Overweight,"[40 years old, 45 years old)",2
liver lobule,Homo sapiens,,male,,,2
nephron,Homo sapiens,postnatal,others,Overweight,"[40 years old, 45 years old)",2
prostate glandular acinus,Homo sapiens,postnatal,male,Unknown,"[85 years old, 90 years old)",2
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,male,Overweight,"[65 years old, 70 years old)",2
pancreatic acinus,Homo sapiens,postnatal,male,Unknown,"[85 years old, 90 years old)",2
descending limb of loop of Henle,Homo sapiens,postnatal,female,Overweight,"[80 years old, 85 years old)",2
intestinal villus,Homo sapiens,postnatal,others,Normal weight,"[25 years old, 30 years old)",2
inner medullary collecting duct,Homo sapiens,postnatal,others,Unknown,"[1 year old, 5 years old)",2
nephron,Homo sapiens,postnatal,male,Obesity,"[50 years old, 55 years old)",2
crypt of Lieberkuhn of large intestine,Homo sapiens,others,female,Obesity,,2
liver lobule,Homo sapiens,postnatal,female,Normal weight,"[20 years old, 25 years old)",2
prostate glandular acinus,Homo sapiens,unknown,others,Unknown,,2
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,female,Unknown,"[10 years old, 15 years old)",2
descending limb of loop of Henle,Homo sapiens,postnatal,female,Normal weight,"[85 years old, 90 years old)",2
islet of Langerhans,Homo sapiens,unknown,female,Normal weight,,2
renal corpuscle,Homo sapiens,postnatal,male,Unknown,"[30 years old, 35 years old)",2
white pulp of spleen,Homo sapiens,unknown,others,Unknown,,2
white pulp of spleen,Homo sapiens,postnatal,female,,"[20 years old, 25 years old)",2
pancreatic acinus,Homo sapiens,unknown,female,Obesity,,2
epidermal ridge of digit,Homo sapiens,unknown,others,Unknown,,2
alveolus of lung,Homo sapiens,postnatal,male,Unknown,"[1 year old, 5 years old)",2
pancreatic acinus,Homo sapiens,unknown,male,Normal weight,,2
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,male,Unknown,"[10 years old, 15 years old)",2
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,male,,"[35 years old, 40 years old)",2
red pulp of spleen,Homo sapiens,unknown,others,Overweight,,2
