"ftu","pmcid","graphic","value_new","standard_unit"
"renal corpuscle","PMC8478756","10695_2021_984_Fig3_HTML","100","um"
"thick ascending limb of loop of Henle","PMC8478756","10695_2021_984_Fig3_HTML","100","um"
"crypt of Lieberkuhn of large intestine","PMC8478756","10695_2021_984_Fig3_HTML","100","um"
"nephron","PMC8478756","10695_2021_984_Fig3_HTML","100","um"
"nephron","PMC8507493","LSA-2021-01092_Fig7","20","um"
"white pulp of spleen","PMC8512758","polymers-13-03382-g005","500","um"
"white pulp of spleen","PMC8512758","polymers-13-03382-g005","100","um"
"nephron","PMC8521536","1414-431X-bjmbr-54-12-e11353-gf002","50","um"
"nephron","PMC8521536","1414-431X-bjmbr-54-12-e11353-gf002","25","um"
"red pulp of spleen","PMC8547141","fphar-12-737571-g004","400","um"
"crypt of Lieberkuhn of large intestine","PMC8560755","41598_2021_601_Fig6_HTML","50","um"
"red pulp of spleen","PMC8579284","ijmsv18p3674g003","50","um"
"intestinal villus","PMC8827324","1984-3143-ar-19-1-e20210087-gf04","20","um"
"cortical collecting duct","PMC8837266","gr5","50","um"
"cortical collecting duct","PMC8837266","gr5","50","um"
"cortical collecting duct","PMC8837266","gr5","50","um"
"nephron","PMC8837266","gr5","50","um"
"nephron","PMC8837266","gr5","50","um"
"nephron","PMC8837266","gr5","50","um"
"epidermal ridge of digit","PMC8844469","ADVS-9-2104379-g003","20","um"
"white pulp of spleen","PMC8453369","VJGB-25-21056-Fig3","1","cm"
"red pulp of spleen","PMC8453369","VJGB-25-21056-Fig3","1","cm"
"red pulp of spleen","PMC8464103","12903_2021_1833_Fig2_HTML","25","m"
"white pulp of spleen","PMC8464103","12903_2021_1833_Fig2_HTML","25","m"
"intestinal villus","PMC8465402","pharmaceuticals-14-00878-g001","80","um"
"intestinal villus","PMC8465402","pharmaceuticals-14-00878-g001","100","um"
"islet of Langerhans","PMC8465555","ijms-22-10159-g005","100","um"
"nephron","PMC8465555","ijms-22-10159-g005","100","um"
"white pulp of spleen","PMC8468928","cells-10-02491-g006","100","um"
"red pulp of spleen","PMC8468928","cells-10-02491-g006","100","um"
"descending limb of loop of Henle","PMC8489414","peerj-09-12160-g005","100","um"
"descending limb of loop of Henle","PMC8489414","peerj-09-12160-g005","100","um"
"descending limb of loop of Henle","PMC8489414","peerj-09-12160-g005","500","um"
"descending limb of loop of Henle","PMC8489414","peerj-09-12160-g005","100","um"
"descending limb of loop of Henle","PMC8489414","peerj-09-12160-g005","100","um"
"descending limb of loop of Henle","PMC8489414","peerj-09-12160-g005","100","um"
"descending limb of loop of Henle","PMC8489414","peerj-09-12160-g005","100","um"
"descending limb of loop of Henle","PMC8489414","peerj-09-12160-g005","100","um"
"descending limb of loop of Henle","PMC8489414","peerj-09-12160-g005","100","um"
"epidermal ridge of digit","PMC8495264","fcell-09-745637-g002","200","um"
"papillary layer of dermis","PMC8495264","fcell-09-745637-g002","200","um"
"nephron","PMC8532806","antioxidants-10-01522-g003","20","um"
"crypt of Lieberkuhn of large intestine","PMC8535085","cells-10-02756-g004","50","um"
"red pulp of spleen","PMC8604817","418_2021_2014_Fig6_HTML","10","um"
"red pulp of spleen","PMC8615957","biomedicines-09-01710-g001","20","um"
"papillary layer of dermis","PMC8764085","41598_2022_4856_Fig7_HTML","100","um"
"papillary layer of dermis","PMC8788985","VMS3-8-110-g001","900","um"
"papillary layer of dermis","PMC8788985","VMS3-8-110-g001","200","um"
"liver lobule","PMC8788985","VMS3-8-110-g001","900","um"
"liver lobule","PMC8788985","VMS3-8-110-g001","200","um"
"liver lobule","PMC8827057","41420_2022_846_Fig4_HTML","50","um"
"alveolus of lung","PMC8836659","materials-15-00809-g001","50","um"
"red pulp of spleen","PMC8836659","materials-15-00809-g001","50","um"
"nephron","PMC8844278","41420_2022_859_Fig1_HTML","50","um"
"crypt of Lieberkuhn of large intestine","PMC8528707","41385_2021_426_Fig1_HTML","50","um"
"crypt of Lieberkuhn of large intestine","PMC8528707","41385_2021_426_Fig1_HTML","20","um"
"crypt of Lieberkuhn of large intestine","PMC8528707","41385_2021_426_Fig1_HTML","50","um"
"inner medullary collecting duct","PMC8528753","424_2021_2608_Fig2_HTML","500","um"
"inner medullary collecting duct","PMC8528753","424_2021_2608_Fig2_HTML","30","um"
"inner medullary collecting duct","PMC8528753","424_2021_2608_Fig2_HTML","100","um"
"cortical collecting duct","PMC8528753","424_2021_2608_Fig2_HTML","500","um"
"cortical collecting duct","PMC8528753","424_2021_2608_Fig2_HTML","30","um"
"cortical collecting duct","PMC8528753","424_2021_2608_Fig2_HTML","100","um"
"descending limb of loop of Henle","PMC8528753","424_2021_2608_Fig2_HTML","500","um"
"descending limb of loop of Henle","PMC8528753","424_2021_2608_Fig2_HTML","30","um"
"descending limb of loop of Henle","PMC8528753","424_2021_2608_Fig2_HTML","100","um"
"outer medullary collecting duct","PMC8528753","424_2021_2608_Fig2_HTML","500","um"
"outer medullary collecting duct","PMC8528753","424_2021_2608_Fig2_HTML","30","um"
"outer medullary collecting duct","PMC8528753","424_2021_2608_Fig2_HTML","100","um"
"thick ascending limb of loop of Henle","PMC8528753","424_2021_2608_Fig2_HTML","500","um"
"thick ascending limb of loop of Henle","PMC8528753","424_2021_2608_Fig2_HTML","30","um"
"thick ascending limb of loop of Henle","PMC8528753","424_2021_2608_Fig2_HTML","100","um"
"nephron","PMC8528753","424_2021_2608_Fig2_HTML","500","um"
"nephron","PMC8528753","424_2021_2608_Fig2_HTML","30","um"
"nephron","PMC8528753","424_2021_2608_Fig2_HTML","100","um"
"cortical collecting duct","PMC8535419","genes-12-01493-g012","10","um"
"nephron","PMC8535419","genes-12-01493-g012","10","um"
"thick ascending limb of loop of Henle","PMC8535419","genes-12-01493-g012","10","um"
"nephron","PMC8539043","toxins-13-00700-g007","200","um"
"red pulp of spleen","PMC8547141","fphar-12-737571-g003","50","um"
"nephron","PMC8588813","Cell-J-23-568-g01","50","um"
"descending limb of loop of Henle","PMC8602576","fcvm-08-761007-g0002","50","um"
"intestinal villus","PMC8614404","animals-11-03316-g006","200","um"
"crypt of Lieberkuhn of large intestine","PMC8614404","animals-11-03316-g006","200","um"
"islet of Langerhans","PMC8621455","ijms-22-12250-g002","100","um"
"cortical collecting duct","PMC8621455","ijms-22-12250-g002","100","um"
"nephron","PMC8621455","ijms-22-12250-g002","100","um"
"inner medullary collecting duct","PMC8621455","ijms-22-12250-g002","100","um"
"papillary layer of dermis","PMC8621455","ijms-22-12250-g002","100","um"
"pancreatic acinus","PMC8621455","ijms-22-12250-g002","100","um"
"papillary layer of dermis","PMC8627657","peerj-09-12559-g004","0.5","mm"
"papillary layer of dermis","PMC8627657","peerj-09-12559-g004","200","um"
"papillary layer of dermis","PMC8627657","peerj-09-12559-g004","2","mm"
"nephron","PMC8642687","JCMM-25-10798-g001","25","um"
"nephron","PMC8642687","JCMM-25-10798-g001","25","um"
"descending limb of loop of Henle","PMC8688773","fnmol-14-728163-g0005","100","um"
"crypt of Lieberkuhn of large intestine","PMC8741998","41598_2021_4086_Fig3_HTML","50","um"
"crypt of Lieberkuhn of large intestine","PMC8741998","41598_2021_4086_Fig3_HTML","300","um"
"crypt of Lieberkuhn of large intestine","PMC8759776","jci-132-150789-g200","50","um"
"crypt of Lieberkuhn of large intestine","PMC8759776","jci-132-150789-g200","20","um"
"papillary layer of dermis","PMC8765552","JBO-027-015002-g009","1","mm"
"nephron","PMC8781713","12929_2022_790_Fig3_HTML","60-62","um"
"nephron","PMC8781713","12929_2022_790_Fig3_HTML","100","um"
"nephron","PMC8781713","12929_2022_790_Fig3_HTML","100","um"
"nephron","PMC8781713","12929_2022_790_Fig3_HTML","250","um"
"nephron","PMC8781713","12929_2022_790_Fig3_HTML","100","um"
"nephron","PMC8781713","12929_2022_790_Fig3_HTML","100","um"
"nephron","PMC8781713","12929_2022_790_Fig3_HTML","100","um"
"nephron","PMC8781713","12929_2022_790_Fig3_HTML","100","um"
"nephron","PMC8781713","12929_2022_790_Fig3_HTML","100","um"
"nephron","PMC8781713","12929_2022_790_Fig3_HTML","100","um"
"nephron","PMC8781713","12929_2022_790_Fig3_HTML","60-62","um"
"nephron","PMC8781713","12929_2022_790_Fig3_HTML","50","um"
"nephron","PMC8781713","12929_2022_790_Fig3_HTML","50","um"
"nephron","PMC8781713","12929_2022_790_Fig3_HTML","50","um"
"nephron","PMC8781713","12929_2022_790_Fig3_HTML","50","um"
"nephron","PMC8781713","12929_2022_790_Fig3_HTML","50","um"
"nephron","PMC8781713","12929_2022_790_Fig3_HTML","50","um"
"crypt of Lieberkuhn of large intestine","PMC8781713","12929_2022_790_Fig3_HTML","60-62","um"
"crypt of Lieberkuhn of large intestine","PMC8781713","12929_2022_790_Fig3_HTML","100","um"
"crypt of Lieberkuhn of large intestine","PMC8781713","12929_2022_790_Fig3_HTML","100","um"
"crypt of Lieberkuhn of large intestine","PMC8781713","12929_2022_790_Fig3_HTML","250","um"
"crypt of Lieberkuhn of large intestine","PMC8781713","12929_2022_790_Fig3_HTML","100","um"
"crypt of Lieberkuhn of large intestine","PMC8781713","12929_2022_790_Fig3_HTML","100","um"
"crypt of Lieberkuhn of large intestine","PMC8781713","12929_2022_790_Fig3_HTML","100","um"
"crypt of Lieberkuhn of large intestine","PMC8781713","12929_2022_790_Fig3_HTML","100","um"
"crypt of Lieberkuhn of large intestine","PMC8781713","12929_2022_790_Fig3_HTML","100","um"
"crypt of Lieberkuhn of large intestine","PMC8781713","12929_2022_790_Fig3_HTML","100","um"
"crypt of Lieberkuhn of large intestine","PMC8781713","12929_2022_790_Fig3_HTML","60-62","um"
"crypt of Lieberkuhn of large intestine","PMC8781713","12929_2022_790_Fig3_HTML","50","um"
"crypt of Lieberkuhn of large intestine","PMC8781713","12929_2022_790_Fig3_HTML","50","um"
"crypt of Lieberkuhn of large intestine","PMC8781713","12929_2022_790_Fig3_HTML","50","um"
"crypt of Lieberkuhn of large intestine","PMC8781713","12929_2022_790_Fig3_HTML","50","um"
"crypt of Lieberkuhn of large intestine","PMC8781713","12929_2022_790_Fig3_HTML","50","um"
"crypt of Lieberkuhn of large intestine","PMC8781713","12929_2022_790_Fig3_HTML","50","um"
"intestinal villus","PMC8835723","ijms-23-01312-g006","100","um"
"nephron","PMC8836278","ijms-23-01384-g005","100","um"
"nephron","PMC8836278","ijms-23-01384-g006","100","um"
"intestinal villus","PMC8450338","fphar-12-707891-g004","200","um"
"crypt of Lieberkuhn of large intestine","PMC8450338","fphar-12-707891-g004","200","um"
"red pulp of spleen","PMC8465004","cells-10-02469-g001","100","um"
"intestinal villus","PMC8473736","fimmu-12-691908-g001","100","um"
"intestinal villus","PMC8473736","fimmu-12-691908-g001","10","um"
"pancreatic acinus","PMC8509723","ijms-22-10712-g001","8","um"
"white pulp of spleen","PMC8512758","polymers-13-03382-g006","300","um"
"white pulp of spleen","PMC8512758","polymers-13-03382-g006","300","um"
"intestinal villus","PMC8547688","pntd.0009865.g006","200","um"
"crypt of Lieberkuhn of large intestine","PMC8547688","pntd.0009865.g006","200","um"
"white pulp of spleen","PMC8560304","SCI2021-8852517.006","200","um"
"red pulp of spleen","PMC8560304","SCI2021-8852517.006","200","um"
"intestinal villus","PMC8575790","41598_2021_1242_Fig1_HTML","100","um"
"crypt of Lieberkuhn of large intestine","PMC8575790","41598_2021_1242_Fig1_HTML","100","um"
"epidermal ridge of digit","PMC8619134","foods-10-02582-g001","20","um"
"epidermal ridge of digit","PMC8619134","foods-10-02582-g001","20","um"
"epidermal ridge of digit","PMC8619134","foods-10-02582-g001","20","um"
"crypt of Lieberkuhn of large intestine","PMC8620795","nutrients-13-03712-g003","20","um"
"intestinal villus","PMC8620795","nutrients-13-03712-g003","20","um"
"red pulp of spleen","PMC8621946","polymers-13-03989-g012","100","um"
"nephron","PMC8695730","fimmu-12-796260-g003","20","um"
"nephron","PMC8695730","fimmu-12-796260-g003","1","mm"
"islet of Langerhans","PMC8707269","molecules-26-07684-g003","25","um"
"islet of Langerhans","PMC8707269","molecules-26-07684-g003","25","um"
"nephron","PMC8707269","molecules-26-07684-g003","25","um"
"nephron","PMC8707269","molecules-26-07684-g003","25","um"
"papillary layer of dermis","PMC8747514","elife-71052-fig4-figsupp1","50","um"
"thick ascending limb of loop of Henle","PMC8750335","cells-11-00007-g002","50","um"
"nephron","PMC8774797","gels-08-00032-g004","50","um"
"nephron","PMC8774797","gels-08-00032-g004","50","um"
"nephron","PMC8774797","gels-08-00032-g004","50","um"
"nephron","PMC8774797","gels-08-00032-g004","50","um"
"nephron","PMC8774797","gels-08-00032-g004","100","um"
"nephron","PMC8774797","gels-08-00032-g004","100","um"
"thick ascending limb of loop of Henle","PMC8790036","fimmu-12-814570-g002","5","um"
"thick ascending limb of loop of Henle","PMC8790036","fimmu-12-814570-g002","5","um"
"papillary layer of dermis","PMC8454068","12951_2021_1036_Fig3_HTML","1","cm"
"red pulp of spleen","PMC8463532","41598_2021_98141_Fig3_HTML","5","um"
"red pulp of spleen","PMC8463532","41598_2021_98141_Fig3_HTML","15","um"
"white pulp of spleen","PMC8467999","materials-14-05385-g002","0.5","um"
"red pulp of spleen","PMC8467999","materials-14-05385-g002","0.5","um"
"prostate glandular acinus","PMC8470662","ijms-22-09762-g005","200","um"
"pancreatic acinus","PMC8553951","41419_2021_4332_Fig6_HTML","100","um"
"papillary layer of dermis","PMC8553951","41419_2021_4332_Fig6_HTML","100","um"
"thick ascending limb of loop of Henle","PMC8584851","jcm-10-04808-g006","40","um"
"liver lobule","PMC8611787","CNS-27-1518-g001","100","um"
"white pulp of spleen","PMC8618821","ijms-22-12345-g004a","20","um"
"white pulp of spleen","PMC8618821","ijms-22-12345-g004a","100","um"
"red pulp of spleen","PMC8618821","ijms-22-12345-g004a","20","um"
"red pulp of spleen","PMC8618821","ijms-22-12345-g004a","100","um"
"islet of Langerhans","PMC8620464","ijms-22-12526-g003","50","um"
"islet of Langerhans","PMC8620464","ijms-22-12526-g003","20","um"
"islet of Langerhans","PMC8620464","ijms-22-12526-g003","20","um"
"islet of Langerhans","PMC8620464","ijms-22-12526-g003","20","um"
"intestinal villus","PMC8620464","ijms-22-12526-g003","50","um"
"intestinal villus","PMC8620464","ijms-22-12526-g003","20","um"
"intestinal villus","PMC8620464","ijms-22-12526-g003","20","um"
"intestinal villus","PMC8620464","ijms-22-12526-g003","20","um"
"pancreatic acinus","PMC8620464","ijms-22-12526-g003","50","um"
"pancreatic acinus","PMC8620464","ijms-22-12526-g003","20","um"
"pancreatic acinus","PMC8620464","ijms-22-12526-g003","20","um"
"pancreatic acinus","PMC8620464","ijms-22-12526-g003","20","um"
"intestinal villus","PMC8668188","elife-69729-fig1-figsupp1","50","um"
"intestinal villus","PMC8668188","elife-69729-fig1-figsupp1","50","um"
"renal corpuscle","PMC8695541","418_2021_2032_Fig10_HTML","50","um"
"renal corpuscle","PMC8695541","418_2021_2032_Fig10_HTML","50","um"
"renal corpuscle","PMC8695541","418_2021_2032_Fig10_HTML","20","um"
"nephron","PMC8695541","418_2021_2032_Fig10_HTML","50","um"
"nephron","PMC8695541","418_2021_2032_Fig10_HTML","50","um"
"nephron","PMC8695541","418_2021_2032_Fig10_HTML","20","um"
"nephron","PMC8740220","fcell-09-781792-g004","50","um"
"nephron","PMC8740220","fcell-09-781792-g004","200","nm"
"nephron","PMC8740220","fcell-09-781792-g004","1","um"
"crypt of Lieberkuhn of large intestine","PMC8746519","nutrients-14-00117-g002","50","um"
"crypt of Lieberkuhn of large intestine","PMC8770869","fimmu-12-773070-g002","100","um"
"liver lobule","PMC8770869","fimmu-12-773070-g002","100","um"
"descending limb of loop of Henle","PMC8775864","ijms-23-00694-g001","100","um"
"descending limb of loop of Henle","PMC8775864","ijms-23-00694-g001","100","um"
"descending limb of loop of Henle","PMC8775864","ijms-23-00694-g001","100","um"
"descending limb of loop of Henle","PMC8775864","ijms-23-00694-g001","1","mm"
"red pulp of spleen","PMC8821590","41598_2022_6110_Fig4_HTML","50","um"
"islet of Langerhans","PMC8466465","biology-10-00934-g003","50","um"
"papillary layer of dermis","PMC8466465","biology-10-00934-g003","50","um"
"islet of Langerhans","PMC8466465","biology-10-00934-g005","25","um"
"islet of Langerhans","PMC8466465","biology-10-00934-g005","200","um"
"papillary layer of dermis","PMC8466465","biology-10-00934-g005","25","um"
"papillary layer of dermis","PMC8466465","biology-10-00934-g005","200","um"
"liver lobule","PMC8501041","41598_2021_98909_Fig1_HTML","250","um"
"liver lobule","PMC8501041","41598_2021_98909_Fig1_HTML","250","um"
"intestinal villus","PMC8524448","fmicb-12-729530-g005","200","um"
"nephron","PMC8526483","441_2021_3511_Fig4_HTML","50","um"
"nephron","PMC8526483","441_2021_3511_Fig4_HTML","100","um"
"epidermal ridge of digit","PMC8583810","ijms-22-11624-g005","20","um"
"intestinal villus","PMC8593042","fcell-09-722024-g001","50","um"
"intestinal villus","PMC8593042","fcell-09-722024-g001","50","um"
"inner medullary collecting duct","PMC8608904","41598_2021_1809_Fig3_HTML","20","um"
"cortical collecting duct","PMC8608904","41598_2021_1809_Fig3_HTML","20","um"
"intestinal villus","PMC8666359","gr8","50","um"
"red pulp of spleen","PMC8678599","fendo-12-703167-g002","50","um"
"thick ascending limb of loop of Henle","PMC8750270","antioxidants-10-01910-g004","50","um"
"crypt of Lieberkuhn of large intestine","PMC8758306","OMCL2022-9151169.003","100","um"
"nephron","PMC8763702","fmed-08-800421-g0001","50","um"
"nephron","PMC8775471","ijms-23-00753-g002","50","um"
"nephron","PMC8775471","ijms-23-00753-g002","25","um"
"white pulp of spleen","PMC8778578","fimmu-12-767037-g002","25","um"
